4 4 10 10
0 0 0 0 2.28571 4.57143 6.85714 9.14286 11.4286 13.7143 16 16 16 16 
0 0 0 0 2.28571 4.57143 6.85714 9.14286 11.4286 13.7143 16 16 16 16 
0  0  0
 0  0.761905  0
 0  2.28571  0
 0  4.57143  0
 0  6.85714  0
 0  9.14286  0
 0  11.4286  0
 0  13.7143  0
 0  15.2381  0
 0  16  0
 
 0.761905  0  0
 0.761905  0.761905  0.236821
 0.761905  2.28571  -0.0171276
 0.761905  4.57143  0.406211
 0.761905  6.85714  0.289836
 0.761905  9.14286  -0.338679
 0.761905  11.4286  -0.467364
 0.761905  13.7143  -0.551403
 0.761905  15.2381  0.0561938
 0.761905  16  0
 
 2.28571  0  0
 2.28571  0.761905  -0.0171276
 2.28571  2.28571  0.868183
 2.28571  4.57143  0.931136
 2.28571  6.85714  0.980512
 2.28571  9.14286  -0.59413
 2.28571  11.4286  -0.973303
 2.28571  13.7143  -1.80267
 2.28571  15.2381  0.487195
 2.28571  16  0
 
 4.57143  0  0
 4.57143  0.761905  0.406211
 4.57143  2.28571  0.931136
 4.57143  4.57143  1.83017
 4.57143  6.85714  1.45766
 4.57143  9.14286  -0.976192
 4.57143  11.4286  -1.93589
 4.57143  13.7143  -2.4493
 4.57143  15.2381  0.293463
 4.57143  16  0
 
 6.85714  0  0
 6.85714  0.761905  0.289836
 6.85714  2.28571  0.980512
 6.85714  4.57143  1.45766
 6.85714  6.85714  0.726141
 6.85714  9.14286  -1.34085
 6.85714  11.4286  -2.09169
 6.85714  13.7143  -2.13741
 6.85714  15.2381  0.122988
 6.85714  16  0
 
 9.14286  0  0
 9.14286  0.761905  -0.338679
 9.14286  2.28571  -0.59413
 9.14286  4.57143  -0.976192
 9.14286  6.85714  -1.34085
 9.14286  9.14286  -2.5237
 9.14286  11.4286  -2.29899
 9.14286  13.7143  -1.79373
 9.14286  15.2381  -0.0787145
 9.14286  16  0
 
 11.4286  0  0
 11.4286  0.761905  -0.467364
 11.4286  2.28571  -0.973303
 11.4286  4.57143  -1.93589
 11.4286  6.85714  -2.09169
 11.4286  9.14286  -2.29899
 11.4286  11.4286  -1.31334
 11.4286  13.7143  -0.881034
 11.4286  15.2381  -0.0114633
 11.4286  16  0
 
 13.7143  0  0
 13.7143  0.761905  -0.551403
 13.7143  2.28571  -1.80267
 13.7143  4.57143  -2.4493
 13.7143  6.85714  -2.13741
 13.7143  9.14286  -1.79373
 13.7143  11.4286  -0.881034
 13.7143  13.7143  -0.286418
 13.7143  15.2381  -0.0181154
 13.7143  16  0
 
 15.2381  0  0
 15.2381  0.761905  0.0561938
 15.2381  2.28571  0.487195
 15.2381  4.57143  0.293463
 15.2381  6.85714  0.122988
 15.2381  9.14286  -0.0787145
 15.2381  11.4286  -0.0114633
 15.2381  13.7143  -0.0181154
 15.2381  15.2381  -0.0629055
 15.2381  16  0
 
 16  0  0
 16  0.761905  0
 16  2.28571  0
 16  4.57143  0
 16  6.85714  0
 16  9.14286  0
 16  11.4286  0
 16  13.7143  0
 16  15.2381  0
 16  16  0
 
 


