4 4 9 9
0 0 0 0 1.66667 3.33333 5 6.66667 8.33333 10 10 10 10 
0 0 0 0 1.66667 3.33333 5 6.66667 8.33333 10 10 10 10 
0  0  0
 0  0.555556  0
 0  1.66667  0
 0  3.33333  0
 0  5  0
 0  6.66667  0
 0  8.33333  0
 0  9.44444  0
 0  10  0
 
 0.555556  0  0
 0.555556  0.555556  1.56376e-15
 0.555556  1.66667  -3.21659e-15
 0.555556  3.33333  7.03308e-07
 0.555556  5  7.03308e-07
 0.555556  6.66667  7.03308e-07
 0.555556  8.33333  1.70897e-15
 0.555556  9.44444  -1.20429e-17
 0.555556  10  0
 
 1.66667  0  0
 1.66667  0.555556  3.18305e-15
 1.66667  1.66667  1.4803e-14
 1.66667  3.33333  1.63062e-05
 1.66667  5  1.63062e-05
 1.66667  6.66667  1.63062e-05
 1.66667  8.33333  -1.687e-16
 1.66667  9.44444  4.80962e-15
 1.66667  10  0
 
 3.33333  0  0
 3.33333  0.555556  7.03308e-07
 3.33333  1.66667  1.63062e-05
 3.33333  3.33333  2.49997
 3.33333  5  2.49999
 3.33333  6.66667  2.49997
 3.33333  8.33333  1.63062e-05
 3.33333  9.44444  7.03308e-07
 3.33333  10  0
 
 5  0  0
 5  0.555556  7.03308e-07
 5  1.66667  1.63062e-05
 5  3.33333  2.49999
 5  5  2.50001
 5  6.66667  2.49999
 5  8.33333  1.63062e-05
 5  9.44444  7.03308e-07
 5  10  0
 
 6.66667  0  0
 6.66667  0.555556  7.03308e-07
 6.66667  1.66667  1.63062e-05
 6.66667  3.33333  2.49997
 6.66667  5  2.49999
 6.66667  6.66667  2.49997
 6.66667  8.33333  1.63062e-05
 6.66667  9.44444  7.03308e-07
 6.66667  10  0
 
 8.33333  0  0
 8.33333  0.555556  -5.35302e-15
 8.33333  1.66667  4.58843e-15
 8.33333  3.33333  1.63062e-05
 8.33333  5  1.63062e-05
 8.33333  6.66667  1.63062e-05
 8.33333  8.33333  5.46189e-15
 8.33333  9.44444  -5.91611e-16
 8.33333  10  0
 
 9.44444  0  0
 9.44444  0.555556  -1.2031e-16
 9.44444  1.66667  -5.11036e-15
 9.44444  3.33333  7.03308e-07
 9.44444  5  7.03308e-07
 9.44444  6.66667  7.03308e-07
 9.44444  8.33333  1.92622e-15
 9.44444  9.44444  -3.01223e-15
 9.44444  10  0
 
 10  0  0
 10  0.555556  0
 10  1.66667  0
 10  3.33333  0
 10  5  0
 10  6.66667  0
 10  8.33333  0
 10  9.44444  0
 10  10  0
 
 
