4 4 10 10
0 0 0 0 2.28571 4.57143 6.85714 9.14286 11.4286 13.7143 16 16 16 16 
0 0 0 0 2.28571 4.57143 6.85714 9.14286 11.4286 13.7143 16 16 16 16 
0  0  0
 0  0.761905  0
 0  2.28571  0
 0  4.57143  0
 0  6.85714  0
 0  9.14286  0
 0  11.4286  0
 0  13.7143  0
 0  15.2381  0
 0  16  0
 
 0.761905  0  0
 0.761905  0.761905  0.209526
 0.761905  2.28571  0.031885
 0.761905  4.57143  0.0227843
 0.761905  6.85714  -0.56476
 0.761905  9.14286  -0.607971
 0.761905  11.4286  -0.943735
 0.761905  13.7143  -0.410898
 0.761905  15.2381  -0.435195
 0.761905  16  0
 
 2.28571  0  0
 2.28571  0.761905  0.031885
 2.28571  2.28571  -0.192052
 2.28571  4.57143  -0.703391
 2.28571  6.85714  -1.47605
 2.28571  9.14286  -1.58758
 2.28571  11.4286  -1.8795
 2.28571  13.7143  -0.798743
 2.28571  15.2381  -0.746337
 2.28571  16  0
 
 4.57143  0  0
 4.57143  0.761905  0.0227843
 4.57143  2.28571  -0.703391
 4.57143  4.57143  -1.28153
 4.57143  6.85714  -2.41454
 4.57143  9.14286  -2.31897
 4.57143  11.4286  -2.95152
 4.57143  13.7143  -0.96684
 4.57143  15.2381  -1.39747
 4.57143  16  0
 
 6.85714  0  0
 6.85714  0.761905  -0.56476
 6.85714  2.28571  -1.47605
 6.85714  4.57143  -2.41454
 6.85714  6.85714  -2.61566
 6.85714  9.14286  -1.25404
 6.85714  11.4286  -1.6132
 6.85714  13.7143  0.270529
 6.85714  15.2381  -1.17648
 6.85714  16  0
 
 9.14286  0  0
 9.14286  0.761905  -0.607971
 9.14286  2.28571  -1.58758
 9.14286  4.57143  -2.31897
 9.14286  6.85714  -1.25404
 9.14286  9.14286  1.46062
 9.14286  11.4286  1.52054
 9.14286  13.7143  1.26441
 9.14286  15.2381  0.0087381
 9.14286  16  0
 
 11.4286  0  0
 11.4286  0.761905  -0.943735
 11.4286  2.28571  -1.8795
 11.4286  4.57143  -2.95152
 11.4286  6.85714  -1.6132
 11.4286  9.14286  1.52054
 11.4286  11.4286  1.7581
 11.4286  13.7143  1.07731
 11.4286  15.2381  0.329767
 11.4286  16  0
 
 13.7143  0  0
 13.7143  0.761905  -0.410898
 13.7143  2.28571  -0.798743
 13.7143  4.57143  -0.96684
 13.7143  6.85714  0.270529
 13.7143  9.14286  1.26441
 13.7143  11.4286  1.07731
 13.7143  13.7143  -0.0227907
 13.7143  15.2381  0.365247
 13.7143  16  0
 
 15.2381  0  0
 15.2381  0.761905  -0.435195
 15.2381  2.28571  -0.746337
 15.2381  4.57143  -1.39747
 15.2381  6.85714  -1.17648
 15.2381  9.14286  0.0087381
 15.2381  11.4286  0.329767
 15.2381  13.7143  0.365247
 15.2381  15.2381  0.0318161
 15.2381  16  0
 
 16  0  0
 16  0.761905  0
 16  2.28571  0
 16  4.57143  0
 16  6.85714  0
 16  9.14286  0
 16  11.4286  0
 16  13.7143  0
 16  15.2381  0
 16  16  0
 
 


